time,mse_pose,mse_landmarks
1.176492,0.218062,0.2028978
1.181064,0.1679195,0.161869
1.186456,0.169695,0.161869
1.191149,0.1682241,0.161869
1.195661,0.167859,0.161869
1.200048,0.1676169,0.161869
1.204584,0.1679555,0.161869
1.209174,0.1680932,0.161869
1.213665,0.1679041,0.161869
1.218089,0.167778,0.161869
1.22256,0.1679025,0.161869
1.227174,0.1682319,0.161869
1.232028,0.1687768,0.161869
1.236251,0.1674243,0.161869
1.240664,0.1678565,0.161869
1.245302,0.1683689,0.161869
1.250055,0.2059742,0.213962
1.255511,0.2078306,0.213962
1.259965,0.2056141,0.213962
1.264486,0.2059307,0.213962
1.269094,0.206297,0.213962
1.273521,0.2060194,0.213962
1.277974,0.2062343,0.213962
1.282604,0.2068142,0.213962
1.287059,0.2065443,0.213962
1.291591,0.2068812,0.213962
1.296095,0.2069643,0.213962
1.301158,0.2084768,0.213962
1.305568,0.207043,0.213962
1.310097,0.2074782,0.213962
1.314613,0.2103597,0.1914939
1.321753,0.2170881,0.1914939
1.326173,0.2103972,0.1914939
1.330877,0.2112229,0.1914939
1.3355,0.2111329,0.1914939
1.340068,0.2111085,0.1914939
1.345075,0.2123263,0.1914939
1.349483,0.2109342,0.1914939
1.353947,0.2111769,0.1914939
1.35827,0.2109261,0.1914939
1.362892,0.2117862,0.1914939
1.367889,0.2128426,0.1914939
1.373171,0.2136863,0.1914939
1.377557,0.2115164,0.1914939
1.382191,0.2368561,0.1993561
1.388159,0.2405949,0.1993561
1.392683,0.2368646,0.1993561
1.397085,0.2366628,0.1993561
1.401971,0.238095,0.1993561
1.40665,0.237673,0.1993561
1.411157,0.2373336,0.1993561
1.415789,0.2377968,0.1993561
1.420043,0.2368945,0.1993561
1.424556,0.2377134,0.1993561
1.428881,0.2373182,0.1993561
1.433144,0.2372642,0.1993561
1.437921,0.2387761,0.1993561
1.442675,0.2388353,0.1993561
1.446859,0.2510119,0.2051674
1.452369,0.2548794,0.2051674
1.456827,0.2520514,0.2051674
1.46105,0.2515085,0.2051674
1.46538,0.2519245,0.2051674
1.469788,0.2522624,0.2051674
1.474172,0.2523079,0.2051674
1.479074,0.2538957,0.2051674
1.483888,0.2537702,0.2051674
1.488188,0.252427,0.2051674
1.492653,0.253004,0.2051674
1.497091,0.2530352,0.2051674
1.501343,0.2526099,0.2051674
1.505752,0.2531591,0.2051674
1.509975,0.2527311,0.2051674
1.514055,0.2286947,0.2002295
1.519458,0.2323932,0.2002295
1.524194,0.2306239,0.2002295
1.528447,0.2293614,0.2002295
1.533284,0.2310254,0.2002295
1.537909,0.2305011,0.2002295
1.542372,0.2301128,0.2002295
1.546989,0.2305937,0.2002295
1.551562,0.2305261,0.2002295
1.555723,0.2294426,0.2002295
1.560373,0.2308385,0.2002295
1.565176,0.2313169,0.2002295
1.569659,0.2304805,0.2002295
1.573881,0.2298047,0.2002295
1.578409,0.2306961,0.2002295
1.582969,0.2542721,0.2152196
1.588532,0.2572707,0.2152196
1.593076,0.2544099,0.2152196
1.59777,0.2549262,0.2152196
1.602479,0.2550482,0.2152196
1.606951,0.2544434,0.2152196
1.611258,0.2540368,0.2152196
1.615589,0.2541761,0.2152196
1.62017,0.254973,0.2152196
1.625007,0.2557834,0.2152196
1.629492,0.2548333,0.2152196
1.633959,0.2548486,0.2152196
1.638473,0.255045,0.2152196
1.642899,0.2548526,0.2152196
1.647592,0.278834,0.2195358
1.653906,0.2838699,0.2195358
1.658554,0.2788913,0.2195358
1.662962,0.2782427,0.2195358
1.667686,0.2792753,0.2195358
1.672019,0.2781653,0.2195358
1.676449,0.27853,0.2195358
1.680874,0.2785821,0.2195358
1.685382,0.2789021,0.2195358
1.689601,0.2780865,0.2195358
1.693793,0.2780631,0.2195358
1.698462,0.2795786,0.2195358
1.703243,0.2799829,0.2195358
1.707572,0.2786633,0.2195358
1.712258,0.2798084,0.2195358
1.716658,0.2834526,0.2310738
1.722085,0.2866608,0.2310738
1.726364,0.2831512,0.2310738
1.730702,0.2833559,0.2310738
1.735787,0.285697,0.2310738
1.740311,0.2839852,0.2310738
1.744667,0.2834924,0.2310738
1.74938,0.2846169,0.2310738
1.753537,0.2829179,0.2310738
1.757687,0.282915,0.2310738
1.762192,0.284027,0.2310738
1.766769,0.2842602,0.2310738
1.771348,0.2842838,0.2310738
1.776205,0.2851532,0.2310738
1.780575,0.2831629,0.2388387
1.785962,0.2863323,0.2388387
1.790244,0.2829417,0.2388387
1.794659,0.283367,0.2388387
1.79927,0.2839907,0.2388387
1.803785,0.2837098,0.2388387
1.808271,0.2836306,0.2388387
1.813077,0.2846314,0.2388387
1.817696,0.2840611,0.2388387
1.822177,0.2836389,0.2388387
1.826775,0.2840014,0.2388387
1.831298,0.2837732,0.2388387
1.835804,0.28372,0.2388387
1.840195,0.2833578,0.2388387
1.844697,0.2836972,0.2388387
1.849574,0.2932867,0.2330117
1.854949,0.2948626,0.2330117
1.859371,0.2918784,0.2330117
1.863901,0.29222,0.2330117
1.868502,0.292442,0.2330117
1.873269,0.2929602,0.2330117
1.877766,0.2921102,0.2330117
1.882301,0.2922212,0.2330117
1.886856,0.2922778,0.2330117
1.891512,0.2925797,0.2330117
1.896219,0.2927287,0.2330117
1.901056,0.2931173,0.2330117
1.906126,0.2938253,0.2330117
1.910793,0.2925398,0.2330117
1.915549,0.287889,0.2293827
1.921388,0.2912099,0.2293827
1.925756,0.2865836,0.2293827
1.930389,0.2873575,0.2293827
1.936023,0.2904104,0.2293827
1.94122,0.2889844,0.2293827
1.946025,0.2877043,0.2293827
1.951178,0.2887183,0.2293827
1.955454,0.2859398,0.2293827
1.959785,0.2860483,0.2293827
1.964783,0.2880422,0.2293827
1.969457,0.286966,0.2293827
1.974026,0.2865668,0.2293827
1.978656,0.2866799,0.2293827
1.983159,0.2835027,0.2344856
1.98856,0.2862045,0.2344856
1.99316,0.2836641,0.2344856
1.997468,0.2827003,0.2344856
2.002172,0.2838534,0.2344856
2.006617,0.282984,0.2344856
2.010967,0.282619,0.2344856
2.015402,0.2828112,0.2344856
2.020061,0.2834181,0.2344856
2.024719,0.2833355,0.2344856
2.029302,0.283021,0.2344856
2.034162,0.2837816,0.2344856
2.038386,0.2817497,0.2344856
2.042915,0.2825948,0.2344856
2.047661,0.2897785,0.2278085
2.053279,0.2923582,0.2278085
2.057733,0.2886603,0.2278085
2.062365,0.2891014,0.2278085
2.067089,0.2892774,0.2278085
2.07158,0.288455,0.2278085
2.076053,0.2882906,0.2278085
2.080489,0.2880703,0.2278085
2.084741,0.2873964,0.2278085
2.089333,0.2883247,0.2278085
2.093686,0.2874791,0.2278085
2.097963,0.2871344,0.2278085
2.10275,0.2885681,0.2278085
2.107281,0.2876623,0.2278085
2.111537,0.2867044,0.2278085
2.116245,0.2730406,0.2227169
2.121394,0.2742359,0.2227169
2.12585,0.27206,0.2227169
2.130055,0.2712128,0.2227169
2.134599,0.2721004,0.2227169
2.139329,0.2725274,0.2227169
2.143642,0.2711828,0.2227169
2.147993,0.2711779,0.2227169
2.152331,0.2710227,0.2227169
2.156697,0.2709845,0.2227169
2.161482,0.2720864,0.2227169
2.165979,0.2711115,0.2227169
2.170461,0.2709399,0.2227169
2.174987,0.2709377,0.2227169
2.179479,0.2707039,0.2227169
2.184167,0.2471344,0.2188438
2.189522,0.248818,0.2188438
2.194082,0.246451,0.2188438
2.198774,0.2466578,0.2188438
2.203175,0.2457024,0.2188438
2.207784,0.2461171,0.2188438
2.21236,0.2458626,0.2188438
2.216993,0.2458589,0.2188438
2.221533,0.2454376,0.2188438
2.226046,0.2452015,0.2188438
2.230589,0.2451177,0.2188438
2.234964,0.2444922,0.2188438
2.239321,0.2442829,0.2188438
2.243896,0.2447061,0.2188438
2.248461,0.2381618,0.220623
2.253764,0.2399231,0.220623
2.258358,0.2378161,0.220623
2.262872,0.237405,0.220623
2.267556,0.2376514,0.220623
2.27214,0.2371809,0.220623
2.276672,0.2368376,0.220623
2.281171,0.236548,0.220623
2.285593,0.2361378,0.220623
2.290053,0.2360357,0.220623
2.294555,0.2359357,0.220623
2.299196,0.2360874,0.220623
2.303757,0.2356613,0.220623
2.308231,0.2352174,0.220623
2.312795,0.2352348,0.220623
2.317247,0.268968,0.2288531
2.322822,0.2718801,0.2288531
2.327461,0.2689719,0.2288531
2.331967,0.2683548,0.2288531
2.336392,0.2678875,0.2288531
2.340823,0.2676682,0.2288531
2.346554,0.2710311,0.2288531
2.351872,0.2695726,0.2288531
2.356863,0.2683752,0.2288531
2.361669,0.2675852,0.2288531
2.367024,0.2688236,0.2288531
2.371671,0.2665772,0.2288531
2.376582,0.2670316,0.2288531
2.381535,0.2863326,0.2345494
2.388128,0.2907249,0.2345494
2.393087,0.2857279,0.2345494
2.397363,0.2835359,0.2345494
2.401755,0.2836194,0.2345494
2.406373,0.2840015,0.2345494
2.410955,0.2836409,0.2345494
2.415575,0.2834821,0.2345494
2.420291,0.2834837,0.2345494
2.425214,0.2837818,0.2345494
2.430916,0.2856614,0.2345494
2.435462,0.282121,0.2345494
2.440166,0.2822855,0.2345494
2.444712,0.2815713,0.2345494
2.449785,0.30431,0.2388476
2.455379,0.3055407,0.2388476
2.460264,0.3031588,0.2388476
2.464975,0.3023741,0.2388476
2.4695,0.3015645,0.2388476
2.47405,0.3013715,0.2388476
2.47857,0.3010151,0.2388476
2.483588,0.3021736,0.2388476
2.488148,0.3005634,0.2388476
2.492379,0.2993506,0.2388476
2.496702,0.299352,0.2388476
2.501254,0.2997386,0.2388476
2.505717,0.2992063,0.2388476
2.510189,0.2989529,0.2388476
2.514758,0.3000639,0.2499741
2.520597,0.3033563,0.2499741
2.525013,0.2989436,0.2499741
2.529464,0.2987368,0.2499741
2.534376,0.299727,0.2499741
2.538489,0.2971542,0.2499741
2.542776,0.2973518,0.2499741
2.547305,0.297725,0.2499741
2.551845,0.2974371,0.2499741
2.556621,0.2977693,0.2499741
2.560894,0.2960411,0.2499741
2.565459,0.2965394,0.2499741
2.570143,0.2965368,0.2499741
2.574822,0.296181,0.2499741
2.579174,0.2949465,0.2499741
2.583559,0.2668238,0.2493078
2.589015,0.2692351,0.2493078
2.593616,0.2665597,0.2493078
2.598351,0.2665162,0.2493078
2.602894,0.2656179,0.2493078
2.607213,0.264657,0.2493078
2.611664,0.264619,0.2493078
2.61641,0.2649891,0.2493078
2.62125,0.264812,0.2493078
2.625771,0.2635811,0.2493078
2.63032,0.2632549,0.2493078
2.634869,0.2628543,0.2493078
2.639335,0.2622397,0.2493078
2.644318,0.2631412,0.2493078
2.649056,0.2685724,0.2520772
2.654741,0.2705735,0.2520772
2.659353,0.2673043,0.2520772
2.663954,0.2668499,0.2520772
2.66838,0.2659778,0.2520772
2.672657,0.2651917,0.2520772
2.677591,0.2664476,0.2520772
2.682483,0.2658798,0.2520772
2.686868,0.2641448,0.2520772
2.691651,0.2647244,0.2520772
2.696397,0.2641748,0.2520772
2.700944,0.2632259,0.2520772
2.705186,0.2620329,0.2520772
2.709591,0.2620262,0.2520772
2.714176,0.2791011,0.2591314
2.719688,0.2810237,0.2591314
2.724383,0.2784548,0.2591314
2.728759,0.2772229,0.2591314
2.733293,0.2772073,0.2591314
2.73808,0.2774145,0.2591314
2.742668,0.2764686,0.2591314
2.747056,0.2755438,0.2591314
2.751459,0.2751625,0.2591314
2.755993,0.275064,0.2591314
2.760603,0.2748177,0.2591314
2.765563,0.2752287,0.2591314
2.769649,0.2726267,0.2591314
2.774199,0.2733572,0.2591314
2.778777,0.2729781,0.2591314
2.783365,0.2999729,0.2680255
2.789109,0.3025233,0.2680255
2.793253,0.2978393,0.2680255
2.797909,0.2987469,0.2680255
2.80249,0.298097,0.2680255
2.807109,0.2977423,0.2680255
2.81175,0.2973403,0.2680255
2.816309,0.2966722,0.2680255
2.821249,0.2971776,0.2680255
2.825758,0.2955991,0.2680255
2.830302,0.29523,0.2680255
2.835059,0.2953062,0.2680255
2.839494,0.2940202,0.2680255
2.844107,0.2940105,0.2680255
2.848778,0.2743882,0.2698743
2.854254,0.2758659,0.2698743
2.85907,0.2737625,0.2698743
2.863672,0.2727855,0.2698743
2.868079,0.2718816,0.2698743
2.872321,0.2710618,0.2698743
2.876874,0.2713725,0.2698743
2.881391,0.2708386,0.2698743
2.88586,0.2702824,0.2698743
2.890331,0.2698421,0.2698743
2.895101,0.2700877,0.2698743
2.899907,0.2696914,0.2698743
2.904421,0.2685436,0.2698743
2.909128,0.2685268,0.2698743
2.913671,0.276939,0.2711564
2.91906,0.2784273,0.2711564
2.923849,0.2765331,0.2711564
2.928274,0.2752414,0.2711564
2.93309,0.2756796,0.2711564
2.937924,0.2752439,0.2711564
2.942664,0.2745532,0.2711564
2.94685,0.2728526,0.2711564
2.951393,0.2732198,0.2711564
2.955842,0.2725557,0.2711564
2.960369,0.2722795,0.2711564
2.965197,0.2724772,0.2711564
2.969457,0.2707555,0.2711564
2.973835,0.2705756,0.2711564
2.978383,0.2704935,0.2711564
2.982967,0.2519525,0.2636192
2.988554,0.253474,0.2636192
2.992955,0.2504501,0.2636192
2.997575,0.2503899,0.2636192
3.002197,0.2498708,0.2636192
3.006639,0.2489908,0.2636192
3.011293,0.2489004,0.2636192
3.015994,0.2484641,0.2636192
3.020461,0.2474661,0.2636192
3.025066,0.2472245,0.2636192
3.029696,0.2467404,0.2636192
3.034554,0.2466488,0.2636192
3.038804,0.244922,0.2636192
3.043414,0.2451158,0.2636192
3.048268,0.238676,0.2597954
3.053934,0.2397083,0.2597954
3.058524,0.2370994,0.2597954
3.063074,0.2365469,0.2597954
3.067692,0.2361973,0.2597954
3.072115,0.2353565,0.2597954
3.07667,0.2351337,0.2597954
3.081201,0.2346121,0.2597954
3.085766,0.2341937,0.2597954
3.090329,0.2337097,0.2597954
3.095016,0.2334484,0.2597954
3.099574,0.2327222,0.2597954
3.104241,0.2324313,0.2597954
3.110495,0.2347505,0.2597954
3.115256,0.2292148,0.2649744
3.120503,0.229506,0.2649744
3.125325,0.2281082,0.2649744
3.129953,0.2271748,0.2649744
3.134484,0.226436,0.2649744
3.138694,0.2253235,0.2649744
3.143066,0.2250854,0.2649744
3.147873,0.2252998,0.2649744
3.152143,0.2237841,0.2649744
3.15639,0.2232172,0.2649744
3.160889,0.2231203,0.2649744
3.165577,0.2228819,0.2649744
3.170064,0.2219636,0.2649744
3.175006,0.2221659,0.2649744
3.179379,0.2206041,0.2649744
3.183858,0.2268694,0.2605558
3.189399,0.228068,0.2605558
3.193863,0.2255402,0.2605558
3.198575,0.2253631,0.2605558
3.203089,0.2244176,0.2605558
3.207634,0.223873,0.2605558
3.212276,0.2234308,0.2605558
3.217092,0.2230954,0.2605558
3.22138,0.2216122,0.2605558
3.225963,0.2215129,0.2605558
3.230602,0.220993,0.2605558
3.235166,0.2202573,0.2605558
3.23974,0.2196646,0.2605558
3.244304,0.2190402,0.2605558
3.24897,0.2196023,0.2603224
3.254545,0.2203379,0.2603224
3.259077,0.2180257,0.2603224
3.263669,0.2174982,0.2603224
3.268295,0.2169236,0.2603224
3.272721,0.2160042,0.2603224
3.277266,0.215571,0.2603224
3.281894,0.2150706,0.2603224
3.286471,0.2143655,0.2603224
3.290958,0.2136143,0.2603224
3.29549,0.2130614,0.2603224
3.300067,0.2125044,0.2603224
3.304779,0.2120633,0.2603224
3.309408,0.2113035,0.2603224
3.314001,0.1875999,0.2617074
3.319476,0.1880823,0.2617074
3.323889,0.1860246,0.2617074
3.328467,0.1856279,0.2617074
3.333125,0.1851033,0.2617074
3.337874,0.18458,0.2617074
3.342472,0.1837542,0.2617074
3.347005,0.1830528,0.2617074
3.351861,0.1828155,0.2617074
3.356594,0.182013,0.2617074
3.361225,0.1812497,0.2617074
3.365766,0.1805177,0.2617074
3.370155,0.1797272,0.2617074
3.374659,0.179258,0.2617074
3.379262,0.1787556,0.2617074
3.383851,0.190296,0.2728812
3.38943,0.1910394,0.2728812
3.39396,0.1888911,0.2728812
3.398463,0.188255,0.2728812
3.402986,0.1876886,0.2728812
3.407417,0.1869712,0.2728812
3.411966,0.1865387,0.2728812
3.416601,0.1860486,0.2728812
3.421203,0.1853931,0.2728812
3.425766,0.1847336,0.2728812
3.430497,0.184343,0.2728812
3.434963,0.1833816,0.2728812
3.439672,0.1830938,0.2728812
3.444406,0.182498,0.2728812
3.44918,0.1972625,0.279591
3.454767,0.1977018,0.279591
3.459385,0.1957007,0.279591
3.464006,0.195095,0.279591
3.468686,0.1945588,0.279591
3.474261,0.1950779,0.279591
3.478787,0.1930193,0.279591
3.483557,0.1927222,0.279591
3.487806,0.1914499,0.279591
3.492396,0.1913008,0.279591
3.496969,0.1906711,0.279591
3.501562,0.1900876,0.279591
3.506129,0.189446,0.279591
3.510676,0.1888161,0.279591
3.515419,0.2117249,0.2924909
3.521466,0.2125012,0.2924909
3.526065,0.2098206,0.2924909
3.530704,0.2091171,0.2924909
3.535202,0.2082014,0.2924909
3.539742,0.2075161,0.2924909
3.544373,0.2068785,0.2924909
3.549094,0.2062228,0.2924909
3.553646,0.2052696,0.2924909
3.557977,0.2042883,0.2924909
3.562508,0.2037979,0.2924909
3.567272,0.2033072,0.2924909
3.571734,0.2022131,0.2924909
3.576194,0.2014848,0.2924909
3.580763,0.1926563,0.2838225
3.586486,0.19307,0.2838225
3.591015,0.1910665,0.2838225
3.595881,0.1906908,0.2838225
3.601699,0.1908347,0.2838225
3.606599,0.1891092,0.2838225
3.611164,0.1880633,0.2838225
3.616098,0.187696,0.2838225
3.620458,0.1864455,0.2838225
3.625015,0.1859522,0.2838225
3.630133,0.1857388,0.2838225
3.634871,0.1846405,0.2838225
3.639404,0.183752,0.2838225
3.643994,0.1831102,0.2838225
3.648778,0.1692635,0.2831205
3.654235,0.1692243,0.2831205
3.65877,0.1677679,0.2831205
3.663267,0.1671622,0.2831205
3.668037,0.1668129,0.2831205
3.672553,0.1660067,0.2831205
3.677064,0.1654304,0.2831205
3.68239,0.1654944,0.2831205
3.68687,0.164172,0.2831205
3.691637,0.1638211,0.2831205
3.696282,0.1631279,0.2831205
3.701256,0.1627817,0.2831205
3.706597,0.1624215,0.2831205
3.711968,0.1617674,0.2831205
3.71778,0.161479,0.2789636
3.723242,0.1606427,0.2789636
3.727904,0.1595851,0.2789636
3.732454,0.1590243,0.2789636
3.737267,0.1586893,0.2789636
3.741589,0.157905,0.2789636
3.746058,0.1575251,0.2789636
3.750468,0.1570185,0.2789636
3.75505,0.1566407,0.2789636
3.759575,0.1561249,0.2789636
3.764096,0.1556428,0.2789636
3.768875,0.1552922,0.2789636
3.773296,0.1546114,0.2789636
3.777864,0.1542128,0.2789636
3.782481,0.1701204,0.2859309
3.788058,0.1700328,0.2859309
3.792797,0.1688998,0.2859309
3.797178,0.1681249,0.2859309
3.802045,0.167802,0.2859309
3.806495,0.1669913,0.2859309
3.81095,0.1664304,0.2859309
3.815356,0.1658455,0.2859309
3.819713,0.1652683,0.2859309
3.82416,0.164756,0.2859309
3.828883,0.1643099,0.2859309
3.833496,0.1636703,0.2859309
3.838009,0.1630507,0.2859309
3.842487,0.1624694,0.2859309
3.853131,0.1416538,0.2779069
3.862244,0.1397472,0.2779069
3.870733,0.1384228,0.2779069
3.878933,0.1373078,0.2779069
3.887928,0.1365971,0.2779069
3.896648,0.1354391,0.2779069
3.9056,0.1344749,0.2779069
3.931699,0.1544653,0.279634
3.939197,0.1456466,0.279634
3.945183,0.1445764,0.279634
3.951326,0.1438872,0.279634
3.957088,0.1431337,0.279634
3.962931,0.1424633,0.279634
3.968684,0.1417747,0.279634
3.974445,0.1411032,0.279634
3.97999,0.1404258,0.279634
3.985934,0.1321034,0.2938264
3.992297,0.1314047,0.2938264
3.997111,0.1305202,0.2938264
4.001752,0.1299209,0.2938264
4.006318,0.1293485,0.2938264
4.010995,0.128791,0.2938264
4.015572,0.1282177,0.2938264
4.02007,0.1276589,0.2938264
4.024649,0.1271101,0.2938264
4.029293,0.126552,0.2938264
4.033888,0.1259898,0.2938264
4.038516,0.1254322,0.2938264
4.043294,0.1248664,0.2938264
4.047868,0.1302657,0.2986274
4.053289,0.1296697,0.2986274
4.057786,0.1289465,0.2986274
4.062253,0.1283512,0.2986274
4.066891,0.1277568,0.2986274
4.071423,0.1271483,0.2986274
4.076187,0.1265429,0.2986274
4.080901,0.1259198,0.2986274
4.085465,0.125311,0.2986274
4.089996,0.124717,0.2986274
4.094601,0.1241206,0.2986274
4.099259,0.1235173,0.2986274
4.103762,0.1229281,0.2986274
4.108262,0.1223457,0.2986274
4.112864,0.1217532,0.2986274
4.121952,0.1331457,0.306502
4.127928,0.1322324,0.306502
4.132818,0.1316381,0.306502
4.138038,0.1310292,0.306502
4.142453,0.1305241,0.306502
4.147105,0.1299769,0.306502
4.151658,0.1294518,0.306502
4.156131,0.1289376,0.306502
4.160763,0.1283939,0.306502
4.165466,0.1278473,0.306502
4.169949,0.127348,0.306502
4.17444,0.1268321,0.306502
4.179093,0.1262846,0.306502
4.183651,0.1253097,0.2972332
4.189045,0.1245296,0.2972332
4.193571,0.1239476,0.2972332
4.198173,0.1233082,0.2972332
4.202684,0.1226953,0.2972332
4.207109,0.1220962,0.2972332
4.211674,0.1214592,0.2972332
4.216426,0.1207928,0.2972332
4.221204,0.1201411,0.2972332
4.22589,0.1195178,0.2972332
4.230572,0.1188862,0.2972332
4.23516,0.1182823,0.2972332
4.239693,0.1176828,0.2972332
4.244193,0.1170865,0.2972332
4.248898,0.1069586,0.2854455
4.254379,0.1061695,0.2854455
4.258991,0.1059044,0.2854455
4.263451,0.1054694,0.2854455
4.268094,0.1049197,0.2854455
4.272672,0.1044518,0.2854455
4.277334,0.1039308,0.2854455
4.281917,0.1034713,0.2854455
4.286461,0.1030042,0.2854455
4.290899,0.1025737,0.2854455
4.295384,0.1020878,0.2854455
4.300082,0.1015229,0.2854455
4.304552,0.1011398,0.2854455
4.309213,0.1005864,0.2854455
4.314087,0.09292357,0.2839302
4.319597,0.0920376,0.2839302
4.324,0.09207407,0.2839302
4.328461,0.09156489,0.2839302
4.33325,0.09089155,0.2839302
4.337878,0.09047607,0.2839302
4.342484,0.08999611,0.2839302
4.347093,0.08950712,0.2839302
4.351656,0.08904941,0.2839302
4.356155,0.08861119,0.2839302
4.360801,0.08804791,0.2839302
4.365506,0.08752629,0.2839302
4.369971,0.0871958,0.2839302
4.374402,0.08675916,0.2839302
4.378866,0.08628253,0.2839302
4.383371,0.08311033,0.2837031
4.389036,0.08202367,0.2837031
4.39357,0.08206998,0.2837031
4.398037,0.08165075,0.2837031
4.402593,0.08115082,0.2837031
4.407326,0.08059299,0.2837031
4.411863,0.08023633,0.2837031
4.416397,0.07978901,0.2837031
4.421204,0.0791787,0.2837031
4.425775,0.07884938,0.2837031
4.430446,0.07834217,0.2837031
4.435003,0.07795953,0.2837031
4.439497,0.07755826,0.2837031
4.444014,0.07711203,0.2837031
4.44868,0.07617475,0.2875958
4.4542,0.07520229,0.2875958
4.458673,0.07550271,0.2875958
4.463219,0.0750936,0.2875958
4.467785,0.07471932,0.2875958
4.47225,0.07443442,0.2875958
4.476758,0.07405256,0.2875958
4.481398,0.07360195,0.2875958
4.485856,0.0733799,0.2875958
4.490277,0.07306398,0.2875958
4.494699,0.07272436,0.2875958
4.499387,0.07218137,0.2875958
4.504198,0.07173061,0.2875958
4.508818,0.07151655,0.2875958
4.51326,0.07131066,0.2875958
4.517759,0.07074688,0.2802527
4.523241,0.0695406,0.2802527
4.527757,0.0699815,0.2802527
4.532373,0.06955213,0.2802527
4.536904,0.06928569,0.2802527
4.541332,0.06904311,0.2802527
4.546092,0.06841496,0.2802527
4.551228,0.0677247,0.2802527
4.55578,0.06788941,0.2802527
4.560268,0.06762174,0.2802527
4.564895,0.06717135,0.2802527
4.569371,0.06698531,0.2802527
4.573917,0.06660287,0.2802527
4.578491,0.06625984,0.2802527
4.583066,0.058734,0.2710343
4.588566,0.05755422,0.2710343
4.593072,0.05818176,0.2710343
4.597491,0.05799323,0.2710343
4.602088,0.05754874,0.2710343
4.606667,0.05729101,0.2710343
4.611278,0.05698662,0.2710343
4.615896,0.05670666,0.2710343
4.620354,0.05659883,0.2710343
4.624979,0.056172,0.2710343
4.629499,0.05601292,0.2710343
4.634069,0.05570579,0.2710343
4.638572,0.05551757,0.2710343
4.643096,0.05524505,0.2710343
4.647683,0.05260994,0.2691559
4.653049,0.05156965,0.2691559
4.657456,0.05221326,0.2691559
4.661973,0.0518484,0.2691559
4.666674,0.05140691,0.2691559
4.671242,0.05127668,0.2691559
4.675777,0.0510558,0.2691559
4.680391,0.05072571,0.2691559
4.684995,0.05048592,0.2691559
4.689465,0.05037485,0.2691559
4.694078,0.04998969,0.2691559
4.698699,0.04973865,0.2691559
4.703158,0.04966763,0.2691559
4.707656,0.04939803,0.2691559
4.712305,0.04901174,0.2691559
4.71686,0.04660552,0.265918
4.722676,0.04509962,0.265918
4.727264,0.04605841,0.265918
4.73177,0.04591762,0.265918
4.736284,0.04569192,0.265918
4.740734,0.04554178,0.265918
4.745259,0.04525495,0.265918
4.7498,0.04502796,0.265918
4.754217,0.04494995,0.265918
4.758681,0.04470098,0.265918
4.763407,0.04422791,0.265918
4.767959,0.04420393,0.265918
4.77336,0.04311669,0.265918
4.77778,0.04392143,0.265918
4.782266,0.04822777,0.2745311
4.787989,0.046712,0.2745311
4.79257,0.04760136,0.2745311
4.797175,0.04734109,0.2745311
4.801591,0.04730821,0.2745311
4.806124,0.0469662,0.2745311
4.810655,0.0467444,0.2745311
4.815208,0.04650276,0.2745311
4.819553,0.04650722,0.2745311
4.823934,0.04626537,0.2745311
4.828713,0.04563585,0.2745311
4.833371,0.04554771,0.2745311
4.837898,0.04547861,0.2745311
4.842502,0.04519659,0.2745311
4.847101,0.04690722,0.272384
4.852599,0.04571752,0.272384
4.857076,0.04654928,0.272384
4.861771,0.04610084,0.272384
4.866411,0.04593967,0.272384
4.871232,0.04552887,0.272384
4.87576,0.04563143,0.272384
4.880329,0.04538369,0.272384
4.884859,0.0452273,0.272384
4.889387,0.04503431,0.272384
4.893925,0.04483294,0.272384
4.898467,0.0446395,0.272384
4.902964,0.04450423,0.272384
4.907511,0.0442685,0.272384
4.912069,0.04407861,0.272384
4.916566,0.04412583,0.268114
4.922091,0.04282515,0.268114
4.926569,0.0438968,0.268114
4.931061,0.04377268,0.268114
4.93582,0.04335585,0.268114
4.9404,0.04345655,0.268114
4.944953,0.04338568,0.268114
4.949599,0.04317906,0.268114
4.95406,0.04329901,0.268114
4.958576,0.04314397,0.268114
4.963194,0.04293631,0.268114
4.967881,0.04276787,0.268114
4.972267,0.04303616,0.268114
4.976697,0.04290552,0.268114
4.981207,0.04614843,0.2713472
4.9868,0.04476839,0.2713472
4.991304,0.04604632,0.2713472
4.995883,0.04590932,0.2713472
5.000502,0.04581702,0.2713472
5.005095,0.0458098,0.2713472
5.009566,0.04592473,0.2713472
5.01419,0.04570151,0.2713472
5.018659,0.04586336,0.2713472
5.023066,0.04591386,0.2713472
5.027612,0.04571643,0.2713472
5.032168,0.04568315,0.2713472
5.036554,0.04587512,0.2713472
5.040931,0.0458708,0.2713472
5.04549,0.04563305,0.2713472
5.049962,0.04649001,0.2639463
5.055424,0.04524193,0.2639463
5.059862,0.04649549,0.2639463
5.064357,0.04641071,0.2639463
5.068997,0.04622111,0.2639463
5.073472,0.04642007,0.2639463
5.07807,0.04626116,0.2639463
5.082698,0.0462229,0.2639463
5.087176,0.04641278,0.2639463
5.091625,0.04645261,0.2639463
5.096233,0.04626044,0.2639463
5.101051,0.04601153,0.2639463
5.105466,0.04652559,0.2639463
5.109995,0.04639987,0.2639463
5.114469,0.05153322,0.2576839
5.119866,0.05034113,0.2576839
5.124379,0.05151425,0.2576839
