t,kalman_gain
1651,0.1206143
1652,0.0865472
1653,0.07975875
1654,0.0719858
1655,0.07716015
1656,0.06652806
1657,0.06460341
1658,0.06166073
1659,0.07853535
1660,0.1153823
1661,0.1196062
1662,0.08425579
1663,0.07777916
1664,0.06984603
1665,0.07485527
1666,0.06635004
1667,0.06603198
1668,0.06318791
1669,0.08199382
1670,0.1168966
1671,0.11558
1672,0.08111153
1673,0.07820398
1674,0.06887573
1675,0.07270058
1676,0.06581002
1677,0.06679615
1678,0.06356724
1679,0.0820682
1680,0.1185694
1681,0.1059841
1682,0.08166616
1683,0.07908548
1684,0.07268532
1685,0.07805654
1686,0.06819392
1687,0.06690669
1688,0.06340559
1689,0.08370804
1690,0.1194818
1691,0.1072703
1692,0.0821695
1693,0.07883785
1694,0.07445636
1695,0.08044136
1696,0.07086325
1697,0.0680943
1698,0.06515814
1699,0.08994956
1700,0.1194339
1701,0.1020264
1702,0.083053
1703,0.07930636
1704,0.07627637
1705,0.07984661
1706,0.07131559
1707,0.06775292
1708,0.06469473
1709,0.08915728
1710,0.1131652
1711,0.09523197
1712,0.07893141
1713,0.0762057
1714,0.07388543
1715,0.07861249
1716,0.07011567
1717,0.06717739
1718,0.06398411
1719,0.09030312
1720,0.1083005
1721,0.09187786
1722,0.07821912
1723,0.07642073
1724,0.07290649
1725,0.07693016
1726,0.06914303
1727,0.06747836
1728,0.06461702
1729,0.09388827
1730,0.1105742
1731,0.08734967
1732,0.07965886
1733,0.07831583
1734,0.07701428
1735,0.07940456
1736,0.07138168
1737,0.06943968
1738,0.06638523
1739,0.1005464
1740,0.1133785
1741,0.0909635
1742,0.08172315
1743,0.08016979
1744,0.07574043
1745,0.07804173
1746,0.07159308
1747,0.07097858
1748,0.06735995
1749,0.1045812
1750,0.1021715
1751,0.08370438
1752,0.07598963
1753,0.07476489
1754,0.07340182
1755,0.07545882
1756,0.07002201
1757,0.06981321
1758,0.06692422
1759,0.1072613
1760,0.09714548
1761,0.07995148
1762,0.0735589
1763,0.07189734
1764,0.06931765
1765,0.07080013
1766,0.06668651
1767,0.06774764
1768,0.06474433
1769,0.1071276
1770,0.09413107
1771,0.07813599
1772,0.07224175
1773,0.07210141
1774,0.07151295
1775,0.07340317
1776,0.06884251
1777,0.06844126
1778,0.06521405
1779,0.1095588
1780,0.08870166
1781,0.07651426
1782,0.07317077
1783,0.0731217
1784,0.07245443
1785,0.07334398
1786,0.06891606
1787,0.06979514
1788,0.06662119
1789,0.1168527
1790,0.09156373
1791,0.07806617
1792,0.07574981
1793,0.07568908
1794,0.07589749
1795,0.07604469
1796,0.07159836
1797,0.07313031
1798,0.06978191
1799,0.1238512
1800,0.08824773
1801,0.0783738
1802,0.0769499
1803,0.07640395
1804,0.0755369
1805,0.07519244
1806,0.07120939
1807,0.07325211
1808,0.06969844
1809,0.1266556
1810,0.08852667
1811,0.07768127
1812,0.07621736
1813,0.07557644
1814,0.07593296
1815,0.07511596
1816,0.0713283
1817,0.07226267
1818,0.06883711
1819,0.118986
1820,0.08312252
1821,0.07529268
1822,0.07466652
1823,0.07475936
1824,0.07615557
1825,0.07504012
1826,0.07168001
1827,0.07322869
1828,0.069724
1829,0.1150551
1830,0.08193406
1831,0.07458358
1832,0.07446462
1833,0.07492377
1834,0.07710495
1835,0.07545751
1836,0.07224967
1837,0.07457289
1838,0.07105643
1839,0.1117281
1840,0.08141833
1841,0.07336406
1842,0.07300192
1843,0.07344596
1844,0.07661716
1845,0.07475419
1846,0.07271081
1847,0.07549615
1848,0.07192926
1849,0.1050878
1850,0.07976785
1851,0.0724427
1852,0.07270066
1853,0.07321905
1854,0.07689783
1855,0.07484127
1856,0.07368619
1857,0.07725704
1858,0.07361837
1859,0.09918718
1860,0.07926097
1861,0.07266854
1862,0.07297862
1863,0.07344861
1864,0.07736958
1865,0.07501514
1866,0.07371663
1867,0.07756656
1868,0.07390692
1869,0.09466398
1870,0.07813796
1871,0.07237756
1872,0.07329905
1873,0.07388596
1874,0.07763286
1875,0.07461974
1876,0.07344848
1877,0.07803231
1878,0.07409368
1879,0.09049971
1880,0.07790667
1881,0.0725353
1882,0.07363404
1883,0.07404188
1884,0.07770909
1885,0.07436945
1886,0.0742261
1887,0.08073303
1888,0.07660066
1889,0.08907349
1890,0.0788414
1891,0.07292712
1892,0.07367101
1893,0.07374843
1894,0.07823119
1895,0.07498936
1896,0.0756873
1897,0.08268362
1898,0.07825396
1899,0.08446626
1900,0.07770585
1901,0.07259884
1902,0.07365704
1903,0.07401735
1904,0.07901243
1905,0.07524126
1906,0.0758592
1907,0.08364769
1908,0.07985874
1909,0.08203892
1910,0.07798707
1911,0.07327253
1912,0.07377745
1913,0.07345075
1914,0.07755207
1915,0.07373761
1916,0.07481649
1917,0.08381795
1918,0.07987247
1919,0.07965369
1920,0.07815922
1921,0.07331488
1922,0.07372556
1923,0.07329266
1924,0.07807332
1925,0.0740191
1926,0.0754803
1927,0.08552688
1928,0.08161981
1929,0.07654265
1930,0.07747457
1931,0.07297275
1932,0.07406348
1933,0.07379028
1934,0.0791657
1935,0.07495889
1936,0.07720534
1937,0.08772376
1938,0.08359662
1939,0.07546459
1940,0.0769702
1941,0.07280019
1942,0.07504481
1943,0.07530925
1944,0.08317558
1945,0.07971719
1946,0.08174817
1947,0.09335846
1948,0.08798291
1949,0.07352322
1950,0.07542072
1951,0.07346518
1952,0.07773071
1953,0.07830194
1954,0.08492571
1955,0.07977335
1956,0.08141419
1957,0.09302964
1958,0.08829167
1959,0.07126626
1960,0.07368423
1961,0.07199109
1962,0.0756322
1963,0.0750461
1964,0.08061466
1965,0.07516834
1966,0.07712796
1967,0.08867525
1968,0.08545467
1969,0.0693661
1970,0.07668299
1971,0.07487505
1972,0.07839021
1973,0.07846674
1974,0.08562941
1975,0.0804845
1976,0.08267223
1977,0.09657706
1978,0.08955137
1979,0.06954758
